job_link,job_title,comp_name,location,expire_date,update_date,industry,salary,staff_type,job_level,exp,Phương thức làm việc
https://careerbuilder.vn/vi/tim-viec-lam/digital-marketing-executive-fashion-retail.35BEE7C7.html,Digital Marketing Executive (Fashion Retail),CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU,Hồ Chí Minh,,['12-11-2023'],"Tiếp thị / Marketing, Tiếp thị trực tuyến, Dệt may / Da giày / Thời trang",Cạnh tranh,Nhân viên chính thức,Nhân viên,2 - 3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/quality-engineer.35BE5F38.html,Quality Engineer,Action Composites Hightech Industries,Đồng Nai,Hạn nộp: 27-11-2023,['17-11-2023'],"Cơ khí / Ô tô / Tự động hóa, Sản xuất / Vận hành sản xuất, Quản lý chất lượng (QA/QC)",18 Tr - 25 Tr VND,Nhân viên chính thức,Nhân viên,3 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/digital-marketing-executive-salesforce.35BEF687.html,Digital Marketing Executive (Salesforce),CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU,Hồ Chí Minh,Hạn nộp: 13-12-2023,['20-11-2023'],"Tiếp thị / Marketing, Bán hàng / Kinh doanh, Quảng cáo / Đối ngoại / Truyền Thông",Cạnh tranh,Nhân viên chính thức,Nhân viên,2 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-nghien-cuu-va-phat-trien-san-pham-tenology-r-d.35BDD07F.html,Chuyên Viên Nghiên Cứu Và Phát Triển Sản Phẩm (Tenology R&D),TAKI GROUP,Hà Nội,Hạn nộp: 17-12-2023,['18-11-2023'],"Tiếp thị / Marketing, Biên phiên dịch, CNTT - Phần mềm",15 Tr - 25 Tr VND,Nhân viên chính thức,Nhân viên,1 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/cv-cvc-quan-tri-va-kiem-dinh-mo-hinh-phong-qtrr-tich-hop-ha-noi-ta107.35BEE38A.html,CV/CVC Quản Trị Và Kiểm Định Mô Hình - Phòng QTRR Tích Hợp - Hà Nội - TA107,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 30-11-2023,['16-11-2023'],"Ngân hàng, Kế toán / Kiểm toán, Quản lý điều hành",Cạnh tranh,Nhân viên chính thức,Nhân viên,Trên1 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/trade-development-executive-north.35BDBB43.html,Trade Development Executive - North,Suntory PepsiCo,Hà Nội,Hạn nộp: 05-12-2023,['06-11-2023'],"Tiếp thị / Marketing, Thực phẩm & Đồ uống",Cạnh tranh,Nhân viên chính thức,Nhân viên,Trên2 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/quality-control-executive-zumstart-f-b.35BDF4FC.html,Quality Control Executive - Zumstart (F&B),Công ty Cổ phần Zumstart,Hồ Chí Minh,Hạn nộp: 05-12-2023,['06-11-2023'],"Giáo dục / Đào tạo, Nhân sự, Nhà hàng / Khách sạn",13 Tr - 17 Tr VND,Nhân viên chính thức,Nhân viên,2 - 4 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/team-leader-product-marketing.35BEF831.html,Team Leader -  Product Marketing,Công ty Cổ phần Dịch vụ Di Động Trực tuyến (Ví MoMo),Hồ Chí Minh,Hạn nộp: 14-12-2023,['14-11-2023'],"Tiếp thị / Marketing, Quảng cáo / Đối ngoại / Truyền Thông",Cạnh tranh,Nhân viên chính thức,Trưởng nhóm / Giám sát,Trên5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/choice-buyer-merchandiser-sourcing-chinese-speaking.35BED592.html,"Choice, Buyer/Merchandiser/Sourcing (Chinese Speaking)",Công Ty TNHH Chuyển phát nhanh Lazada Việt Nam,Hồ Chí Minh,Hạn nộp: 27-11-2023,['17-11-2023'],"Bán lẻ / Bán sỉ, Bán hàng / Kinh doanh, Thu mua / Vật tư",Cạnh tranh,Nhân viên chính thức,Nhân viên,Trên3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/accounting-officer-aeon-mall-hue-357.35BEED9F.html,Accounting Officer (AEON MALL Hue - 357),Công Ty TNHH AEONMALL Việt Nam,Thừa Thiên- Huế,Hạn nộp: 07-12-2023,['15-11-2023'],"Dịch vụ khách hàng, Kế toán / Kiểm toán, Ngân hàng","8,500,000 - 14,000,000 VND",Nhân viên chính thức,Nhân viên,nan,nan
https://careerbuilder.vn/vi/tim-viec-lam/marketing-executive.35BE1798.html,Marketing Executive,Công Ty TNHH Digimall,Hồ Chí Minh,Hạn nộp: 23-12-2023,['31-10-2023'],"Tiếp thị / Marketing, Bán hàng / Kinh doanh, Quảng cáo / Đối ngoại / Truyền Thông",13 Tr - 25 Tr VND,Nhân viên chính thức,Nhân viên,1 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/program-analyst-senior-executive-database-developer.35BEDB71.html,Program Analyst Senior Executive (Database Developer),Hanwha Life Insurance Company Limited (Vietnam),Hồ Chí Minh,Hạn nộp: 03-12-2023,['20-11-2023'],"Bảo hiểm, Tài chính / Đầu tư, CNTT - Phần mềm",1.000 - 1.500 USD,Nhân viên chính thức,Nhân viên,3 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/group-financial-analyst.35BE13B0.html,Group Financial Analyst,DatvietVAC Group Holdings,Hồ Chí Minh,Cơ hội ứng tuyển chỉ còn: 2 ngày,['23-10-2023'],"Kế toán / Kiểm toán, Ngân hàng, Tài chính / Đầu tư",Cạnh tranh,Nhân viên chính thức,Nhân viên,3 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/cinema-marketing-specialist.35BEDAC1.html,Cinema Marketing Specialist,CJ CGV Viet Nam,Hồ Chí Minh,Hạn nộp: 30-11-2023,['07-11-2023'],"Tiếp thị / Marketing, Bán lẻ / Bán sỉ, Thực phẩm & Đồ uống",Cạnh tranh,Nhân viên chính thức,Nhân viên,5 - 10 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/it-team-leader.35BEDD04.html,IT Team Leader,CÔNG TY TNHH BIA CARLSBERG VIỆT NAM,Hồ Chí Minh,Hạn nộp: 29-11-2023,['07-11-2023'],Thực phẩm & Đồ uống,Cạnh tranh,Nhân viên chính thức,Trưởng nhóm / Giám sát,Trên6 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu.35BDE1EE.html,Chuyên viên Phân tích dữ liệu,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,Cơ hội ứng tuyển chỉ còn: 6 ngày,['28-10-2023'],"CNTT - Phần mềm, Kế toán / Kiểm toán, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,Trên3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu-khoi-qtrr.35BED99A.html,Chuyên viên Phân tích dữ liệu (Khối QTRR),Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,Hạn nộp: 28-11-2023,['20-11-2023'],"CNTT - Phần mềm, Kế toán / Kiểm toán, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,Trên3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu.35BDACE6.html,Chuyên viên Phân tích dữ liệu,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,Cơ hội ứng tuyển chỉ còn: 6 ngày,['28-10-2023'],"CNTT - Phần mềm, Kế toán / Kiểm toán, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,Trên3 Năm,nan
