job_link,job_title,comp_name,location,expire_date,update_date,industry,salary,staff_type,job_level,exp,Phương thức làm việc
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer.35BEDE68.html,Data Engineer,Công Ty Tài Chính Mirae Asset (Việt Nam),Hồ Chí Minh,Hạn nộp: 30-11-2023,['14-11-2023'],"CNTT - Phần mềm, CNTT - Phần cứng / Mạng, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,4 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-manager.35BE2B06.html,Data Manager,Công ty Cổ phần Thời Trang YODY,"Hà Nội, Hải Dương",Hạn nộp: 30-11-2023,['16-11-2023'],CNTT - Phần mềm,Cạnh tranh,Nhân viên chính thức,Quản lý,1 - 4 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-intern.35BEEEAE.html,Data Intern,Công ty CP Thành Thành Công - Biên Hòa,Hồ Chí Minh,Hạn nộp: 08-12-2023,['08-11-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Ngành khác",Cạnh tranh,Thực tập,Sinh viên/ Thực tập sinh,nan,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer.35BF0168.html,"Data Engineer
                                             (Mới)",Yes4All Trading Services Company Limited,Hồ Chí Minh,Hạn nộp: 19-12-2023,['19-11-2023'],"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Cạnh tranh,Nhân viên chính thức,Nhân viên,1 - 2 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-analyst.35BDF7D4.html,Data Analyst,CÔNG TY TNHH GIMASYS,Hà Nội,Hạn nộp: 08-12-2023,['09-11-2023'],CNTT - Phần mềm,Cạnh tranh,Nhân viên chính thức,Nhân viên,1 - 3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer.35BDE963.html,Data engineer,CÔNG TY TNHH GIMASYS,Hà Nội,Hạn nộp: 01-12-2023,['02-11-2023'],CNTT - Phần mềm,Cạnh tranh,Nhân viên chính thức,Nhân viên,1 - 3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/ho-data-quality-data-governance-specialist.35BDBC49.html,HO - Data Quality/ Data Governance Specialist,ACB - Ngân Hàng TMCP Á Châu,Hồ Chí Minh,Hạn nộp: 05-12-2023,['06-11-2023'],"Ngân hàng, CNTT - Phần mềm",Cạnh tranh,Nhân viên chính thức,Nhân viên,1 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-operation-engineer.35BDFDC0.html,Data Operation Engineer,Công Ty CP Chứng Khoán VNDIRECT,Hà Nội,Hạn nộp: 10-12-2023,['11-11-2023'],"CNTT - Phần mềm, Chứng khoán, Tài chính / Đầu tư",Cạnh tranh,Nhân viên chính thức,Nhân viên,1 - 3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-protection-security-specialist.35BE041E.html,Data Protection & Security Specialist,CÔNG TY TNHH TALENTVIS VIỆT NAM,Hà Nội,Hạn nộp: 12-12-2023,['13-11-2023'],"Ngân hàng, Tài chính / Đầu tư, CNTT - Phần mềm",30 Tr - 40 Tr VND,Nhân viên chính thức,Nhân viên,1 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/head-of-data-and-smart.35BE073E.html,Head of Data and Smart,Indo Trans Logistics,Hồ Chí Minh,Hạn nộp: 15-12-2023,['16-11-2023'],"Quản lý điều hành, CNTT - Phần mềm, Xuất nhập khẩu",Cạnh tranh,Nhân viên chính thức,Quản lý,5 - 10 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/sales-analyst-data-analyst.35BE0428.html,Sales Analyst/ Data Analyst,CÔNG TY TNHH TALENTVIS VIỆT NAM,Hà Nội,Hạn nộp: 12-12-2023,['13-11-2023'],"Ngân hàng, Tài chính / Đầu tư",30 Tr - 40 Tr VND,Nhân viên chính thức,Nhân viên,3 - 6 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/senior-data-analyst.35BEF4FD.html,Senior Data Analyst,Yes4All Trading Services Company Limited,Hồ Chí Minh,Hạn nộp: 11-12-2023,['19-11-2023'],"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Cạnh tranh,Nhân viên chính thức,Nhân viên,2 - 3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/senior-data-engineer.35BDDD82.html,Senior Data Engineer,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,Cơ hội ứng tuyển chỉ còn: 4 ngày,['26-10-2023'],"Bán lẻ / Bán sỉ, CNTT - Phần mềm, Thống kê",Cạnh tranh,Nhân viên chính thức,Nhân viên,5 - 8 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/senior-data-engineer.35BEEC9F.html,Senior Data Engineer,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,Hạn nộp: 25-12-2023,['14-11-2023'],"Bán lẻ / Bán sỉ, CNTT - Phần mềm, Thống kê",Cạnh tranh,Nhân viên chính thức,Nhân viên,5 - 8 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/senior-data-engineer.35BE5F6D.html,Senior Data Engineer,Tổng công ty Cổ phần Bảo hiểm Bưu điện,Hà Nội,Hạn nộp: 30-11-2023,['17-11-2023'],"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Cạnh tranh,Nhân viên chính thức,Nhân viên,5 - 7 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer.35BE487F.html,Data Engineer,DatvietVAC Group Holdings,Hồ Chí Minh,Hạn nộp: 30-11-2023,['27-10-2023'],nan,nan,nan,nan,nan,nan
https://careerbuilder.vn/vi/tim-viec-lam/senior-data-scientist-ii-zalopay-data-platform.35BDF034.html,"Senior Data Scientist II (ZaloPay, Data Platform)",Công Ty Cổ Phần VNG,Hồ Chí Minh,Hạn nộp: 03-12-2023,['04-11-2023'],CNTT - Phần mềm,Cạnh tranh,Nhân viên chính thức,Trưởng nhóm / Giám sát,3 - 8 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer-hanoi-ta083.35BDC00F.html,Data Engineer - Hanoi - TA083,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 07-12-2023,['08-11-2023'],"Chứng khoán, CNTT - Phần mềm, Kế toán / Kiểm toán",Cạnh tranh,Nhân viên chính thức,Nhân viên,3 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-analytics-leader-associate-manager.35BDE9E6.html,Data Analytics Leader / Associate Manager,Yes4All Trading Services Company Limited,Hồ Chí Minh,Hạn nộp: 01-12-2023,['02-11-2023'],"Tiếp thị trực tuyến, CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Cạnh tranh,Nhân viên chính thức,Trưởng nhóm / Giám sát,4 - 8 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/senior-data-analyst-growth-marketing.35BEF840.html,"Senior Data Analyst, Growth & Marketing",Công ty Cổ phần Dịch vụ Di Động Trực tuyến (Ví MoMo),Hồ Chí Minh,Hạn nộp: 15-12-2023,['14-11-2023'],"Tiếp thị / Marketing, Tài chính / Đầu tư, CNTT - Phần mềm",Cạnh tranh,Nhân viên chính thức,Nhân viên,Trên3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/manager-technology-governance-data-privacy.35BDC8F0.html,Manager – Technology Governance & Data Privacy,Công Ty Cổ Phần GreenFeed Việt Nam,Hồ Chí Minh,Hạn nộp: 12-12-2023,['13-11-2023'],"CNTT - Phần mềm, CNTT - Phần cứng / Mạng, Luật / Pháp lý",Cạnh tranh,Nhân viên chính thức,Trưởng nhóm / Giám sát,5 - 10 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/expert-data-governance-hanoi-ta083.35BDFEF4.html,Expert Data Governance - Hanoi - TA083,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 10-12-2023,['11-11-2023'],"CNTT - Phần mềm, Kế toán / Kiểm toán, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,3 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-product-owner-ha-noi-ta139.35BDDFB2.html,Data Product Owner - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Cơ hội ứng tuyển chỉ còn: 5 ngày,['27-10-2023'],"CNTT - Phần mềm, Ngân hàng, Quản lý điều hành",Cạnh tranh,Nhân viên chính thức,Trưởng nhóm / Giám sát,4 - 7 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/payroll-coordinator-cum-hr-data-analyst.35BEE1A3.html,Payroll Coordinator cum HR Data Analyst,VINA-BAT JOINT VENTURE COMPANY LIMITED,Hồ Chí Minh,Hạn nộp: 01-12-2023,['01-11-2023'],Nhân sự,19 Tr - 25 Tr VND,Nhân viên chính thức,Nhân viên,Trên2 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-analyst-workforce-management-analyst-supervisor.35BE11A1.html,Data Analyst/ Workforce Management Analyst Supervisor,CHI NHÁNH CÔNG TY TNHH TRANSCOSMOS VIỆT NAM TẠI THÀNH PHỐ HỒ CHÍ MINH,Hồ Chí Minh,Hạn nộp: 19-12-2023,['20-11-2023'],"Bán hàng / Kinh doanh, Dịch vụ khách hàng, Tài chính / Đầu tư",25 Tr - 30 Tr VND,Nhân viên chính thức,Trưởng nhóm / Giám sát,3 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-operation-engineer.35BEF61A.html,Data Operation Engineer,Tổng công ty Cổ phần Bảo hiểm Bưu điện,Hà Nội,Hạn nộp: 30-11-2023,['20-11-2023'],CNTT - Phần mềm,Cạnh tranh,Nhân viên chính thức,Nhân viên,1 - 3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer-ha-noi-ta083.35BEE2AB.html,Data Engineer - Hà Nội - TA083,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 30-11-2023,['16-11-2023'],"CNTT - Phần mềm, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,3 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-analyst-executive.35BDF721.html,Data Analyst Executive,Công ty TNHH Olam Việt Nam - Chi Nhánh Long Bình,Đồng Nai,Hạn nộp: 08-12-2023,['09-11-2023'],"Kế toán / Kiểm toán, Tài chính / Đầu tư, Sản xuất / Vận hành sản xuất",Cạnh tranh,Nhân viên chính thức,Nhân viên,5 - 10 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-data-analyst.35BEE496.html,Nhân Viên Data Analyst,Công Ty Cổ Phần Vacxin Việt Nam,Hồ Chí Minh,Cơ hội ứng tuyển chỉ còn: 6 ngày,['03-11-2023'],"Kế toán / Kiểm toán, Ngân hàng, Tài chính / Đầu tư",15 Tr - 20 Tr VND,Nhân viên chính thức,Nhân viên,1 - 2 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/fresher-data-processing.35BE1D0D.html,Fresher Data Processing,CÔNG TY CỔ PHẦN GONSA,Hồ Chí Minh,Cơ hội ứng tuyển chỉ còn: 6 ngày,['28-10-2023'],"Dược phẩm, CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Cạnh tranh,Nhân viên chính thức,Nhân viên,nan,nan
https://careerbuilder.vn/vi/tim-viec-lam/head-of-data-and-smart.35BEF887.html,Head of Data and Smart,Indo Trans Logistics,Hồ Chí Minh,,['14-11-2023'],"Quản lý điều hành, CNTT - Phần mềm, Xuất nhập khẩu",Cạnh tranh,Nhân viên chính thức,Quản lý,5 - 10 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/network-intern-data-center.35BE5B2F.html,"Network intern, Data Center",Công Ty Cổ Phần VNG,Hồ Chí Minh,Hạn nộp: 27-11-2023,['03-11-2023'],CNTT - Phần cứng / Mạng,3 Tr - 8 Tr VND,Thực tập,Sinh viên/ Thực tập sinh,nan,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-report-team-leader.35BEDBE7.html,Data Report Team Leader,Vietnam Concentrix Services Company Limited,Hồ Chí Minh,Hạn nộp: 30-11-2023,['20-11-2023'],"Dịch vụ khách hàng, CNTT - Phần mềm, Ngành khác",19 Tr - 23 Tr VND,Nhân viên chính thức,Trưởng nhóm / Giám sát,1 - 3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/senior-data-analyst.35BE0D20.html,Senior Data Analyst,CÔNG TY CỔ PHẦN KINH DOANH F88,Hà Nội,Hạn nộp: 17-12-2023,['18-11-2023'],CNTT - Phần mềm,22 Tr - 30 Tr VND,Nhân viên chính thức,Nhân viên,2 - 4 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-science-expert.35BDEE70.html,Data Science Expert,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,Hạn nộp: 25-12-2023,['03-11-2023'],"Bán lẻ / Bán sỉ, CNTT - Phần mềm, Thống kê",Cạnh tranh,Nhân viên chính thức,Quản lý,5 - 8 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/ai-and-data-engineer.35BEDD61.html,AI And Data Engineer,"VĂN PHÒNG ĐẠI DIỆN GL SOFT CO.,LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH",Hồ Chí Minh,Hạn nộp: 31-12-2024,['07-11-2023'],CNTT - Phần mềm,"800 - 1,500 USD",Nhân viên chính thức,Nhân viên,3 - 5 Năm,Việc làm từ nhà
https://careerbuilder.vn/vi/tim-viec-lam/data-analyst-khoi-du-lieu.35BEE31B.html,Data Analyst - Khối Dữ Liệu,Ngân Hàng TMCP Quân Đội,Hà Nội,Hạn nộp: 31-12-2023,['16-11-2023'],"CNTT - Phần mềm, Kế toán / Kiểm toán, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,2 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/middle-senior-data-analyst.35BEF788.html,Middle/Senior Data Analyst,CÔNG TY CỔ PHẦN KINH DOANH F88,Hà Nội,Hạn nộp: 31-12-2023,['20-11-2023'],CNTT - Phần mềm,20 Tr - 32 Tr VND,Nhân viên chính thức,Nhân viên,2 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/workforce-management-data-analyst.35BED9B3.html,Workforce Management(Data Analyst),Vietnam Concentrix Services Company Limited,Hồ Chí Minh,Hạn nộp: 30-11-2023,['06-11-2023'],"Dịch vụ khách hàng, Thống kê, Ngành khác",16 Tr - 18 Tr VND,Nhân viên chính thức,Nhân viên,Trên1 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/head-of-intergrated-data-governance-department-ha-noi-ta003.35BDFB2B.html,Head of Intergrated Data Governance Department - Hà Nội - TA003,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 09-12-2023,['10-11-2023'],"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Quản lý,8 - 10 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-intelligent-analyst-plant-coordinator-thuong-tin-ha-noi.35BDD972.html,"Data Intelligent Analyst & Plant Coordinator - Thường Tín, Hà Nội",Coca-Cola,Hà Nội,Cơ hội ứng tuyển chỉ còn: 1 ngày,['22-10-2023'],"Hành chính / Thư ký, Thống kê",Cạnh tranh,Thời vụ/ Nghề tự do,Nhân viên,1 - 10 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-analyst-workforce-management-analyst-six-months-contract.35BE124E.html,Data Analyst/ Workforce Management Analyst (Six-months Contract),CHI NHÁNH CÔNG TY TNHH TRANSCOSMOS VIỆT NAM TẠI THÀNH PHỐ HỒ CHÍ MINH,Hồ Chí Minh,Cơ hội ứng tuyển chỉ còn: 1 ngày,['28-10-2023'],"Dịch vụ khách hàng, Bưu chính viễn thông, CNTT - Phần mềm",Cạnh tranh,Nhân viên chính thức,Nhân viên,Lên đến1Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-nhap-lieu-kho-warehouse-data-entry.35BEEEC3.html,Nhân viên nhập liệu Kho/ Warehouse Data Entry,Techtronic Industries Vietnam (TTI),"Bình Dương, Hồ Chí Minh",Hạn nộp: 31-12-2023,['08-11-2023'],"Quản lý điều hành, Vận chuyển / Giao nhận /Kho vận, Điện / Điện tử / Điện lạnh",Cạnh tranh,Nhân viên chính thức,Nhân viên,1 - 2 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-analyst.35BEF341.html,Data Analyst,Công ty Cổ phần CANIFA,Hà Nội,Hạn nộp: 30-11-2023,['17-11-2023'],"Kế toán / Kiểm toán, Tài chính / Đầu tư, CNTT - Phần mềm",10 Tr - 22 Tr VND,Nhân viên chính thức,Nhân viên,2 - 10 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-science.35BEE456.html,Data Science,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ẨM THỰC ICOOL,Hồ Chí Minh,Hạn nộp: 30-11-2023,['09-11-2023'],"CNTT - Phần mềm, Ngành khác",10 Tr - 13 Tr VND,Nhân viên chính thức,Nhân viên,1 - 3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-sale-online-telesales-data-san.35BEE3C4.html,"Nhân Viên Sale Online, Telesales - Data Sẵn",Bảo mật,Hà Nội,Hạn nộp: 31-12-2023,['16-11-2023'],"Dịch vụ khách hàng, Tư vấn, Điện / Điện tử / Điện lạnh",10 Tr - 15 Tr VND,Nhân viên chính thức,Nhân viên,Chưa có kinh nghiệm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-partner-chuyen-vien-cao-cap-doi-tac-du-lieu-ha-noi-ta139.35BDDFA9.html,Data Partner – Chuyên viên cao cấp Đối tác dữ liệu - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Cơ hội ứng tuyển chỉ còn: 5 ngày,['27-10-2023'],"CNTT - Phần mềm, Ngân hàng, Quản lý điều hành",Cạnh tranh,Nhân viên chính thức,Trưởng nhóm / Giám sát,4 - 7 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-partner-chuyen-vien-cao-cap-doi-tac-du-lieu-ha-noi-ta139.35BEEA0A.html,Data Partner – Chuyên viên cao cấp Đối tác dữ liệu - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 30-11-2023,['20-11-2023'],"CNTT - Phần mềm, Ngân hàng, Quản lý điều hành",Cạnh tranh,Nhân viên chính thức,Trưởng nhóm / Giám sát,4 - 7 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-scientist-trung-tam-cong-nghe-du-lieu-khoi-du-lieu.35BDB985.html,Data Scientist - Trung tâm Công nghệ Dữ Liệu - Khối Dữ Liệu,Ngân Hàng TMCP Quân Đội,Hà Nội,Hạn nộp: 04-12-2023,['05-11-2023'],"CNTT - Phần mềm, Kế toán / Kiểm toán, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,3 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-scientist-trung-tam-cong-nghe-du-lieu-khoi-du-lieu.35BDFF15.html,Data Scientist - Trung tâm Công nghệ Dữ Liệu - Khối Dữ Liệu,Ngân Hàng TMCP Quân Đội,Hà Nội,Hạn nộp: 10-12-2023,['11-11-2023'],"CNTT - Phần mềm, Kế toán / Kiểm toán, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,3 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-chinh-chuyen-vien-cao-cap-quan-tri-du-lieu-data-governance.35BEECEE.html,Chuyên viên chính/Chuyên viên cao cấp quản trị dữ liệu (Data Governance),Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Hạn nộp: 14-12-2023,['14-11-2023'],"Tài chính / Đầu tư, Ngân hàng, CNTT - Phần mềm",Cạnh tranh,Thời vụ/ Nghề tự do,Nhân viên,2 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-chinh-chuyen-vien-cao-cap-quan-tri-du-lieu-data-governance.35BDEA0B.html,Chuyên viên chính/Chuyên viên cao cấp quản trị dữ liệu (Data Governance),Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Hạn nộp: 01-12-2023,['02-11-2023'],"Tài chính / Đầu tư, Ngân hàng, CNTT - Phần mềm",Cạnh tranh,Thời vụ/ Nghề tự do,Nhân viên,2 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/hr-data-analyst-specialist.35BEE606.html,HR Data Analyst Specialist,CÔNG TY CỔ PHẦN GONSA,Hồ Chí Minh,Hạn nộp: 03-12-2023,['04-11-2023'],"Nhân sự, Thống kê, CNTT - Phần mềm",Cạnh tranh,Nhân viên chính thức,Trưởng nhóm / Giám sát,2 - 3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer-expert.35BDB3F8.html,Data Engineer Expert,Công ty Tài Chính Cổ Phần Tín Việt,Hồ Chí Minh,Hạn nộp: 29-11-2023,['31-10-2023'],CNTT - Phần mềm,Cạnh tranh,Nhân viên chính thức,Quản lý,5 - 7 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/hn-chuyen-vien-phan-tich-du-lieu-data-analyst.35BE1F06.html,[HN] CHUYÊN VIÊN PHÂN TÍCH DỮ LIỆU (DATA ANALYST),Công ty Cổ phần tập đoàn Vinatech Việt Nam,Hà Nội,Hạn nộp: 30-11-2023,['02-11-2023'],"Kế toán / Kiểm toán, Tài chính / Đầu tư",15 Tr - 30 Tr VND,Nhân viên chính thức,Nhân viên,2 - 3 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/master-data-management-specialist-asia.35BEF1BE.html,Master Data Management Specialist Asia,De Heus LLC,Hồ Chí Minh,Hạn nộp: 31-12-2023,['16-11-2023'],"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Cạnh tranh,Nhân viên chính thức,Nhân viên,3 - 7 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer-khoi-du-lieu.35BEFF75.html,Data Engineer - Khối Dữ liệu,Ngân Hàng TMCP Quân Đội,Hà Nội,Hạn nộp: 31-12-2023,['17-11-2023'],"CNTT - Phần mềm, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,Trên1 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-support-fluent-in-english.35BF01CA.html,"Data Support (Fluent in English)
                                             (Mới)","Ambitionplus Custom Solutions .,ltd",Hồ Chí Minh,Hạn nộp: 31-12-2023,['20-11-2023'],"Dịch vụ khách hàng, CNTT - Phần mềm, Ngành khác",10 Tr - 15 Tr VND,Nhân viên chính thức,Nhân viên,nan,nan
https://careerbuilder.vn/vi/tim-viec-lam/r-d-data-analyst-chuyen-vien-du-lieu-r-d.35BF00BC.html,R&D Data Analyst – Chuyên viên dữ liệu R&D,CÔNG TY CỔ PHẦN MAYCHA,Hồ Chí Minh,Hạn nộp: 17-12-2023,['17-11-2023'],"Kế toán / Kiểm toán, Nhân sự, Hành chính / Thư ký",10 Tr - 15 Tr VND,Nhân viên chính thức,Nhân viên,Trên2 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/thuc-tap-sinh-quan-ly-du-an-data-ha-noi-ta139.35BEEE78.html,Thực tập sinh Quản lý dự án Data - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 30-11-2023,['15-11-2023'],"CNTT - Phần mềm, Ngân hàng, Hành chính / Thư ký",Cạnh tranh,Thực tập,Sinh viên/ Thực tập sinh,nan,nan
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cvcc-mo-hinh-kinh-doanh-data-scientist-khoi-du-lieu.35BDCD0F.html,Chuyên viên/CVCC Mô hình kinh doanh (Data scientist) - Khối Dữ liệu,Ngân Hàng TMCP Quân Đội,Hà Nội,Hạn nộp: 14-12-2023,['15-11-2023'],"CNTT - Phần mềm, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,Trên1 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cvcc-mo-hinh-kinh-doanh-data-scientist-khoi-du-lieu.35BEE567.html,Chuyên viên/CVCC Mô hình kinh doanh (Data scientist) - Khối Dữ liệu,Ngân Hàng TMCP Quân Đội,Hà Nội,Hạn nộp: 31-12-2023,['17-11-2023'],"CNTT - Phần mềm, Ngân hàng",Cạnh tranh,Nhân viên chính thức,Nhân viên,Trên1 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/strategy-specialist-cold-drink-background-in-finance-planning-data-analytics-are-preferred.35BEEE2A.html,"Strategy Specialist - Cold Drink (Background in Finance, Planning, Data Analytics are preferred)",Coca-Cola,Hồ Chí Minh,Hạn nộp: 08-12-2023,['08-11-2023'],"Bán hàng / Kinh doanh, Kế toán / Kiểm toán, Thống kê",Cạnh tranh,Nhân viên chính thức,Nhân viên,1 - 10 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/data-analyst-18tr-28tr.35BEE5EE.html,Data Analyst (18TR - 28TR),Công ty TNHH Thiên Thủy Mộc,Hồ Chí Minh,Hạn nộp: 30-11-2023,['10-11-2023'],"Tiếp thị / Marketing, Tiếp thị trực tuyến",18 Tr - 30 Tr VND,Nhân viên chính thức,Nhân viên,2 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-chuyen-gia-quan-tri-du-lieu-senior-expert-data-governance-ha-noi-ta083.35BDB1E7.html,Chuyên Viên Cao Cấp/ Chuyên Gia Quản trị dữ liệu (Senior/Expert Data Governance) - Hà Nội - TA083,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Hạn nộp: 28-11-2023,['30-10-2023'],"CNTT - Phần mềm, Ngân hàng, Kế toán / Kiểm toán",Cạnh tranh,Nhân viên chính thức,Nhân viên,3 - 5 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-tu-van-theo-data-cong-ty-thu-nhap-10-20-trieu-nghi-t7-cn.35BE0C5B.html,"Nhân viên tư vấn theo data công ty, thu nhập 10-20 triệu, nghỉ T7, CN",CÔNG TY TNHH GIÁO DỤC QUỐC TẾ THALICEDU,Hà Nội,Hạn nộp: 17-12-2023,['18-11-2023'],"Tiếp thị trực tuyến, Tư vấn, Giáo dục / Đào tạo",10 Tr - 20 Tr VND,Nhân viên chính thức,Nhân viên,nan,nan
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-mo-hinh-du-lieu-data-modeling.35BDEEE3.html,Chuyên Viên - Quản Trị Mô Hình Dữ Liệu (Data Modeling),Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,Hạn nộp: 03-12-2023,['04-11-2023'],"CNTT - Phần mềm, Thống kê",Cạnh tranh,Nhân viên chính thức,Nhân viên,2 - 4 Năm,nan
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-mo-hinh-du-lieu-data-modeling.35BEFF73.html,Chuyên Viên - Quản Trị Mô Hình Dữ Liệu (Data Modeling),Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,Hạn nộp: 25-12-2023,['17-11-2023'],"CNTT - Phần mềm, Thống kê",Cạnh tranh,Nhân viên chính thức,Nhân viên,2 - 4 Năm,nan
