job_link,job_title,comp_name,location,expire_date,update_date,industry,staff_type,salary,exp,job_level,Phương thức làm việc
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-van-hanh-nghiep-vu-giam-dinh-bao-hiem-xe-co-gioi.35BE0A61.html,Chuyên Viên Vận Hành Nghiệp Vụ Giám Định Bảo Hiểm Xe Cơ Giới,Tổng công ty Cổ phần Bảo hiểm Bưu điện,Hà Nội,Hạn nộp: 17-11-2023,['07-11-2023'],"Vận chuyển / Giao nhận /Kho vận, Bảo hiểm, Cơ khí / Ô tô / Tự động hóa",Nhân viên chính thức,Cạnh tranh,Trên1 Năm,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/ky-su-quan-ly-thiet-ke-du-an-cang-va-khu-phi-thue-quan-lach-huyen-752ha.35BE097C.html,Kỹ Sư Quản Lý Thiết Kế Dự Án Cảng và Khu Phi Thuế Quan Lạch Huyện 752Ha,Xuân Cầu Holding,"Hải Phòng, Hà Nội",Hạn nộp: 16-11-2023,['07-11-2023'],"Vận chuyển / Giao nhận /Kho vận, Thủy lợi, Xây dựng",Nhân viên chính thức,Cạnh tranh,10 - 15 Năm,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-giao-hang-mien-nam.35BE1802.html,Nhân Viên Giao Hàng Miền Nam,công ty Toshiko Việt Nam,Hồ Chí Minh,Hạn nộp: 23-11-2023,['07-11-2023'],Vận chuyển / Giao nhận /Kho vận,Nhân viên chính thức,7 Tr - 15 Tr VND,nan,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/urgent-export-cy-specialist-chuyen-vien-xuat-khau-hai-phong.35BE1676.html,[Urgent] - Export CY Specialist - Chuyên viên xuất khẩu - Hai Phong,Công Ty TNHH Star Concord (Việt Nam) - Chi nhánh Hải Phòng,Hải Phòng,Hạn nộp: 30-11-2023,['07-11-2023'],"Vận chuyển / Giao nhận /Kho vận, Xuất nhập khẩu, Ngành khác",Nhân viên chính thức,Cạnh tranh,Trên2 Năm,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-phu-kho-uu-tien-co-bang-b2.35BE163D.html,Nhân viên Phụ kho ( ưu tiên có bằng B2 ),Red Wok,Hồ Chí Minh,Hạn nộp: 20-11-2023,['07-11-2023'],"Thực phẩm & Đồ uống, Vận chuyển / Giao nhận /Kho vận",Nhân viên chính thức,8 Tr - 10 Tr VND,1 - 2 Năm,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-hang-hoa.35BE18B4.html,Trưởng Phòng Hàng Hóa,Công Ty Cổ Phần Đầu tư Hoàng Đạo,Hà Nội,,['07-11-2023'],"Vận chuyển / Giao nhận /Kho vận, Xuất nhập khẩu, Thu mua / Vật tư",Nhân viên chính thức,Cạnh tranh,Trên3 Năm,Quản lý,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-xuat-nhap-khau-tieng-trung.35BE1643.html,Nhân Viên Xuất Nhập Khẩu Tiếng Trung,CÔNG TY CỔ PHẦN ĐẠI THÀNH,Bắc Ninh,Hạn nộp: 24-11-2023,['07-11-2023'],"Vận chuyển / Giao nhận /Kho vận, Biên phiên dịch, Xuất nhập khẩu",Nhân viên chính thức,Cạnh tranh,Trên1 Năm,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/demand-supply-planning-manager.35BE1744.html,Demand & Supply Planning Manager,Yes4All Trading Services Company Limited,Hồ Chí Minh,Hạn nộp: 30-11-2023,['07-11-2023'],"Vận chuyển / Giao nhận /Kho vận, Xuất nhập khẩu, Sản xuất / Vận hành sản xuất",Nhân viên chính thức,Cạnh tranh,1 - 5 Năm,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/tam-son-hcm-driver-nhan-vien-giao-cho-hang-xe-tai.35BE1724.html,[TAM SƠN] HCM - Driver/ Nhân viên giao chở hàng (Xe tải),Openasia Group,Hồ Chí Minh,Hạn nộp: 22-11-2023,['07-11-2023'],"Bán lẻ / Bán sỉ, Dệt may / Da giày / Thời trang, Vận chuyển / Giao nhận /Kho vận",Nhân viên chính thức,Cạnh tranh,Trên5 Năm,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-sales-logistics.35BEDC84.html,Nhân viên Sales Logistics,Tập Đoàn An Phát Holdings,"Hà Nội, Hải Dương",Hạn nộp: 30-11-2023,['07-11-2023'],"Bán hàng / Kinh doanh, Vận chuyển / Giao nhận /Kho vận, Xuất nhập khẩu",Nhân viên chính thức,9 Tr - 12 Tr VND,1 - 2 Năm,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-giao-hang-tai-cau-dien.35BEDE4E.html,Nhân viên giao hàng tại Cầu Diễn,Công ty Cổ Phần Sản Xuất Dịch Vụ và Thương Mại Phát Linh,Hà Nội,Hạn nộp: 30-11-2023,['07-11-2023'],"Vận chuyển / Giao nhận /Kho vận, Lao động phổ thông",Nhân viên chính thức,10 Tr - 15 Tr VND,nan,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-van-tai-noi-dia.35BEDC7E.html,Nhân Viên Kinh Doanh Vận Tải Nội Địa,Tập Đoàn An Phát Holdings,Hải Phòng,,['07-11-2023'],"Bán hàng / Kinh doanh, Vận chuyển / Giao nhận /Kho vận, Xuất nhập khẩu",Nhân viên chính thức,8 Tr - 12 Tr VND,1 - 3 Năm,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-giao-hang.35BEDE4C.html,Nhân viên giao hàng,Công ty Cổ Phần Sản Xuất Dịch Vụ và Thương Mại Phát Linh,Hà Nội,Hạn nộp: 30-11-2023,['07-11-2023'],"Vận chuyển / Giao nhận /Kho vận, Lao động phổ thông",Nhân viên chính thức,10 Tr - 15 Tr VND,nan,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/truong-nhom-kinh-doanh-logistics.35BEDC82.html,Trưởng Nhóm Kinh Doanh (Logistics),Tập Đoàn An Phát Holdings,"Hà Nội, Hải Phòng",Hạn nộp: 30-11-2023,['07-11-2023'],"Bán hàng / Kinh doanh, Vận chuyển / Giao nhận /Kho vận, Sản xuất / Vận hành sản xuất",Nhân viên chính thức,15 Tr - 20 Tr VND,1 - 3 Năm,Trưởng nhóm / Giám sát,nan
https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-logistics.35BEDC72.html,Trưởng Phòng Kinh Doanh (Logistics),Tập Đoàn An Phát Holdings,"Hà Nội, Hải Dương, Hải Phòng",Hạn nộp: 30-11-2023,['07-11-2023'],"Bán hàng / Kinh doanh, Vận chuyển / Giao nhận /Kho vận, Xuất nhập khẩu",Nhân viên chính thức,Cạnh tranh,2 - 4 Năm,Quản lý,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-phong-thu-tuc-va-phat-lenh.35BEDD62.html,Nhân Viên Phòng Thủ Tục Và Phát Lệnh,Công ty Cổ phần Cảng Mipec,Hải Phòng,Hạn nộp: 01-12-2023,['07-11-2023'],"Vận chuyển / Giao nhận /Kho vận, Hành chính / Thư ký, Xuất nhập khẩu",Nhân viên chính thức,Cạnh tranh,nan,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-logistics-chuyen-tuyen-us-sales-logistics-us-line.35BEDCA8.html,Nhân Viên Kinh Doanh Logistics Chuyên Tuyến US - Sales Logistics US Line,CÔNG TY TNHH VIỆT NAM MAXWIDE LOGISTICS,Hồ Chí Minh,,['07-11-2023'],"Bán hàng / Kinh doanh, Vận chuyển / Giao nhận /Kho vận, Hàng hải",Nhân viên chính thức,Cạnh tranh,1 - 10 Năm,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-logistics-tuyen-us-tai-ha-noi.35BEDCA7.html,Trưởng phòng Kinh Doanh Logistics Tuyến US - tại Hà Nội,CÔNG TY TNHH VIỆT NAM MAXWIDE LOGISTICS,Hà Nội,Hạn nộp: 15-11-2023,['07-11-2023'],"Bán hàng / Kinh doanh, Vận chuyển / Giao nhận /Kho vận, Hàng hải",Nhân viên chính thức,Cạnh tranh,3 - 10 Năm,Nhân viên,nan
https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-chung-tu-tuyen-us.35BEDCB5.html,Trưởng phòng chứng từ tuyến US,CÔNG TY TNHH VIỆT NAM MAXWIDE LOGISTICS,Hồ Chí Minh,,['07-11-2023'],"Vận chuyển / Giao nhận /Kho vận, Hàng hải",Nhân viên chính thức,15 Tr - 30 Tr VND,3 - 10 Năm,Quản lý,nan
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-logistics-tuyen-us-tai-ha-noi.35BEDCB2.html,Nhân Viên Kinh Doanh Logistics Tuyến US - tại Hà Nội,CÔNG TY TNHH VIỆT NAM MAXWIDE LOGISTICS,Hà Nội,Hạn nộp: 15-11-2023,['07-11-2023'],"Bán hàng / Kinh doanh, Vận chuyển / Giao nhận /Kho vận, Hàng hải",Nhân viên chính thức,Cạnh tranh,1 - 10 Năm,Nhân viên,nan
