job_link,job_title,comp_name,location,expire_date,update_date,staff_type,salary,job_level,sal_min,sal_max,currency,exp_min,exp_max,exp_measurement,location_Hồ Chí Minh,location_Hà Nội,location_Vĩnh Phúc,location_Bình Dương,location_Bình Thuận,location_New Jersey,location_Tây Ninh,location_Bà Rịa - Vũng Tàu,location_Đồng Nai,location_Hải Phòng,location_Bến Tre,location_Quảng Bình,location_Cà Mau,location_Hưng Yên,location_Hà Nam,location_Bắc Ninh,location_Đà Nẵng,location_Bình Phước,location_Quảng Nam,location_Thái Bình,location_Hải Dương,location_Bắc Giang,location_Long An,location_An Giang,location_Quảng Ninh,location_Lâm Đồng,location_Đồng Tháp,location_Nghệ An,location_Thừa Thiên- Huế,location_Quảng Trị,location_Cần Thơ,location_Phú Thọ,location_Bình Định,location_Thanh Hóa,location_KV Bắc Trung Bộ,location_Yên Bái,industry_Xuất nhập khẩu,industry_Bán hàng / Kinh doanh,industry_Vận chuyển / Giao nhận /Kho vận,industry_Quảng cáo / Đối ngoại / Truyền Thông,industry_Dệt may / Da giày / Thời trang,industry_Hành chính / Thư ký,industry_Biên phiên dịch,industry_Quản lý điều hành,industry_Môi trường,industry_Thu mua / Vật tư,industry_Tiếp thị / Marketing,industry_Sản xuất / Vận hành sản xuất,industry_Thực phẩm & Đồ uống,industry_Công nghệ thực phẩm / Dinh dưỡng,industry_Dịch vụ khách hàng,industry_Hàng hải,industry_Nội ngoại thất,industry_Kế toán / Kiểm toán,industry_Bán lẻ / Bán sỉ,industry_Luật / Pháp lý,industry_Bất động sản,industry_Tài chính / Đầu tư,industry_Tư vấn,industry_Nông nghiệp,industry_Cơ khí / Ô tô / Tự động hóa,industry_Đồ gỗ,industry_Giáo dục / Đào tạo,industry_Ngành khác,industry_Nhân sự,industry_Khoáng sản,industry_Y tế / Chăm sóc sức khỏe,industry_Mới tốt nghiệp / Thực tập,industry_Tiếp thị trực tuyến,industry_Xây dựng,industry_Dược phẩm,industry_Điện / Điện tử / Điện lạnh,industry_In ấn / Xuất bản,industry_Công nghệ sinh học,industry_Thủy sản / Hải sản,industry_An toàn lao động,industry_Hóa học,industry_CNTT - Phần mềm,industry_Chăn nuôi / Thú y,industry_Quản lý chất lượng (QA/QC),industry_Hàng gia dụng / Chăm sóc cá nhân,industry_Thống kê,industry_Bưu chính viễn thông,industry_Dầu khí,job_id
https://careerbuilder.vn/vi/tim-viec-lam/pricing-tender-executive.35BDF32C.html,pricing tender executive,PERSOLKELLY Vietnam,Hồ Chí Minh,2023-12-04,2023-11-05,Nhân viên chính thức,23 Tr - 29 Tr VND,Nhân viên,23.0,29.0,VND,5.0,10.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDF32C
https://careerbuilder.vn/vi/tim-viec-lam/pricing-booking-leader-logistics.35BDEEB3.html,pricing/booking leader (logistics),CÔNG TY TNHH VẬN CHUYỂN VÙNG VỊNH,Hồ Chí Minh,2023-12-03,2023-11-04,Nhân viên chính thức,15 Tr - 20 Tr VND,Quản lý,15.0,20.0,VND,2.0,4.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDEEB3
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-xuat-nhap-khau.35BEE5CA.html,nhân viên xuất- nhập khẩu,CÔNG TY TNHH MAY MẶC KIM HỒNG,Hồ Chí Minh,2023-11-30,2023-11-04,Nhân viên chính thức,Trên12 Tr VND,Nhân viên,12.0,,VND,2.0,,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE5CA
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-khai-bao-hai-quan.35BEE4E7.html,nhân viên khai báo hải quan,CN CÔNG TY TNHH SITC LOGISTICS VIỆT NAM TẠI TPHCM,Hồ Chí Minh,,2023-11-04,Nhân viên chính thức,10 Tr - 12 Tr VND,Nhân viên,10.0,12.0,VND,3.0,5.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE4E7
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-logistics.35BE0543.html,nhân viên logistics,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU,Hà Nội,2023-11-15,2023-11-04,Nhân viên chính thức,13 Tr - 15 Tr VND,Nhân viên,13.0,15.0,VND,2.0,,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE0543
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-ban-hang-xuat-khau.35BDED00.html,chuyên viên bán hàng xuất khẩu,CÔNG TY CỔ PHẦN XUÂN HÒA VIỆT NAM,Vĩnh Phúc,2023-12-02,2023-11-03,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,1.0,3.0,năm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDED00
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-xuat-khau-soi.35BEE27B.html,chuyên viên kinh doanh xuất khẩu sợi,TỔNG CÔNG TY CP PHONG PHÚ,Hồ Chí Minh,2023-12-02,2023-11-03,Nhân viên chính thức,10 Tr - 15 Tr VND,Nhân viên,10.0,15.0,VND,1.0,10.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE27B
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-chung-tu-xuat-nhap-khau.35BEE13F.html,nhân viên chứng từ xuất nhập khẩu,Công Ty TNHH JM Textile Vina,Bình Dương,2023-12-01,2023-11-03,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE13F
https://careerbuilder.vn/vi/tim-viec-lam/phien-dich-tieng-han-uu-tien-ung-vien-co-kinh-nghiem-ve-nhap-khau-xin-giay-phep.35BE1958.html,phiên dịch tiếng hàn - (ưu tiên ứng viên có kinh nghiệm về nhập khẩu/xin giấy phép),Công ty TNHH JM,Hồ Chí Minh,2023-11-24,2023-11-02,Nhân viên chính thức,20 Tr - 30 Tr VND,Nhân viên,20.0,30.0,VND,2.0,3.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE1958
https://careerbuilder.vn/vi/tim-viec-lam/pho-giam-doc-van-hanh-cang.35BE0B87.html,phó giám đốc vận hành cảng,Pacific Corporations,"Bình Thuận, Hồ Chí Minh",2023-11-18,2023-11-02,Nhân viên chính thức,Cạnh tranh,Phó Giám đốc,,,,5.0,,năm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE0B87
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-xuat-nhap-khau-kiem-mua-hang-trong-nuoc.35BEE008.html,chuyên viên xuất nhập khẩu kiêm mua hàng trong nước,CÔNG TY TNHH ECOBA CÔNG NGHỆ MÔI TRƯỜNG,Hà Nội,2023-11-15,2023-11-01,Nhân viên chính thức,10 Tr - 20 Tr VND,Nhân viên,10.0,20.0,VND,1.0,5.0,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE008
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-logistics.35BE1845.html,nhân viên kinh doanh logistics,Tổng Công Ty Chuyển Phát Nhanh Bưu Điện,"Hà Nội, Hồ Chí Minh",2023-11-30,2023-10-31,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,3.0,năm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE1845
https://careerbuilder.vn/vi/tim-viec-lam/truong-bo-phan-chung-tu-khai-bao-hai-quan.35BDE822.html,trưởng bộ phận chứng từ khai báo hải quan,CÔNG TY TNHH VẬN CHUYỂN VÙNG VỊNH,Hồ Chí Minh,2023-11-28,2023-10-31,Nhân viên chính thức,15 Tr - 20 Tr VND,Quản lý,15.0,20.0,VND,2.0,4.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDE822
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-thi-truong-ban-kinh-doanh-truyen-thong.35BE181E.html,chuyên viên phát triển thị trường - ban kinh doanh truyền thông,Tổng Công Ty Chuyển Phát Nhanh Bưu Điện,Hà Nội,2023-11-30,2023-10-31,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,5.0,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE181E
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-chung-tu-xuat-khau.35BDE725.html,chuyên viên chứng từ xuất khẩu,CÔNG TY CỔ PHẦN TẬP ĐOÀN VIHAMARK,Hà Nội,2023-11-28,2023-10-30,Nhân viên chính thức,12 Tr - 15 Tr VND,Nhân viên,12.0,15.0,VND,1.0,2.0,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDE725
https://careerbuilder.vn/vi/tim-viec-lam/dai-dien-thuong-mai-tai-my.35BDE7E9.html,đại diện thương mại tại mỹ,Công Ty Cổ Phần Phúc Sinh,New Jersey,2023-11-28,2023-10-30,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,4.0,năm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDE7E9
https://careerbuilder.vn/vi/tim-viec-lam/partnership-manager.35BDE6FB.html,partnership manager,Công ty Cổ phần Công nghệ - Viễn thông Elcom,Hà Nội,2023-11-28,2023-10-30,Nhân viên chính thức,Cạnh tranh,Quản lý,,,,5.0,,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDE6FB
https://careerbuilder.vn/vi/tim-viec-lam/logistic-executive.35BE135A.html,logistic executive,Công Ty Cổ Phần Thời Trang & Mỹ Phẩm Duy Anh (DAFC),Hà Nội,2023-11-26,2023-10-30,Nhân viên chính thức,13 Tr - 16 Tr VND,Nhân viên,13.0,16.0,VND,2.0,3.0,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE135A
https://careerbuilder.vn/vi/tim-viec-lam/truong-buu-cuc-khach-hang-lon-tai-tay-ninh.35BDE275.html,trưởng bưu cục khách hàng lớn tại tây ninh,Tổng Công Ty Chuyển Phát Nhanh Bưu Điện,Tây Ninh,2023-11-26,2023-10-28,Nhân viên chính thức,Cạnh tranh,Quản lý,,,,2.0,3.0,năm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDE275
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-khai-bao-hai-quan-va-thu-tuc-giao-nhan.35BE1CFF.html,nhân viên khai báo hải quan và thủ tục giao nhận,Công ty cổ phần Khai Anh Bình Thuận,Hồ Chí Minh,2023-11-26,2023-10-27,Nhân viên chính thức,10 Tr - 15 Tr VND,Nhân viên,10.0,15.0,VND,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE1CFF
https://careerbuilder.vn/vi/tim-viec-lam/tro-ly-giam-doc-dieu-hanh.35BE0E66.html,trợ lý giám đốc điều hành,CÔNG TY TNHH GIAO NHẬN THƯƠNG MẠI RỒNG Á CHÂU,Hồ Chí Minh,2023-11-18,2023-10-24,Nhân viên chính thức,20 Tr - 30 Tr VND,Nhân viên,20.0,30.0,VND,3.0,5.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE0E66
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lam-chung-tu-xuat-nhap-khau.35BE133E.html,nhân viên làm chứng từ xuất nhập khẩu,Cty TNHH Formosa Taffeta Vietnam,Hồ Chí Minh,2023-11-23,2023-10-23,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE133E
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-thu-mua-vat-tu.35BE10E4.html,nhân viên thu mua vật tư,CÔNG TY CỔ PHẦN TM & SX NỘI THẤT THE ONE,Hồ Chí Minh,2023-11-20,2023-10-20,Nhân viên chính thức,"9,5 Tr - 12 Tr VND",Nhân viên,9.5,12.0,VND,1.0,3.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE10E4
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-mang-luoi.35BDBE11.html,chuyên viên kinh doanh mạng lưới,Tổng Công Ty Chuyển Phát Nhanh Bưu Điện,Hà Nội,2023-11-06,2023-10-08,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,1.0,2.0,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDBE11
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-thu-ky-kinh-doanh.35BEE7BF.html,nhân viên thư ký kinh doanh,Công ty Cổ phần Đầu tư Asia Dragon,Hồ Chí Minh,2023-11-30,2023-11-05,Nhân viên chính thức,13 Tr - 15 Tr VND,Nhân viên,13.0,15.0,VND,2.0,5.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE7BF
https://careerbuilder.vn/vi/tim-viec-lam/98227-ha-noi-sales-executive-nhan-vien-kinh-doanh-logistics.35BDB937.html,98227 - ha noi - sales executive/ nhân viên kinh doanh - logistics,"RGF HR Agent Vietnam Co., LTD",Hà Nội,2023-12-04,2023-11-05,Nhân viên chính thức,20 Tr - 23 Tr VND,Nhân viên,20.0,23.0,VND,3.0,5.0,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDB937
https://careerbuilder.vn/vi/tim-viec-lam/to-truong-san-xuat-nganh-nuoc-uong-production-team-leader.35BDB8D0.html,tổ trưởng sản xuất - ngành nước uống (production team leader),Công Ty Cổ Phần Goody Group,Bà Rịa - Vũng Tàu,2023-12-04,2023-11-05,Nhân viên chính thức,Cạnh tranh,Trưởng nhóm / Giám sát,,,,3.0,5.0,năm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDB8D0
https://careerbuilder.vn/vi/tim-viec-lam/business-development-manager-contract-logistics.35BDB793.html,business development manager (contract logistics),DHL Supply Chain (Việt Nam) Ltd,Hồ Chí Minh,2023-12-04,2023-11-05,Nhân viên chính thức,Cạnh tranh,Quản lý,,,,5.0,10.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDB793
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-sale-logistics.35BDB850.html,nhân viên sale logistics,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU,Hà Nội,2023-12-04,2023-11-05,Nhân viên chính thức,Lên đến30 Tr VND,Nhân viên,,30.0,VND,1.0,,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDB850
https://careerbuilder.vn/vi/tim-viec-lam/giam-sat-bao-cao-hai-quan-customs-report-supervisor-cashew-bien-hoa-ii.35BDB80B.html,giám sát báo cáo hải quan - customs report supervisor (cashew bien hoa ii),Chi nhánh Công ty TNHH Olam Việt Nam tại KCN Biên Hòa II,Đồng Nai,2023-12-04,2023-11-05,Nhân viên chính thức,Cạnh tranh,Trưởng nhóm / Giám sát,,,,2.0,3.0,năm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDB80B
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-xuat-nhap-khau.35BDB82F.html,nhân viên xuất nhập khẩu,Công ty TNHH Dongjin Techwin Vina,Hải Phòng,2023-12-04,2023-11-05,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,1.0,2.0,năm,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDB82F
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phap-che.35BDF140.html,chuyên viên pháp chế,CÔNG TY CỔ PHẦN KANETORA VIỆT NAM,Hà Nội,2023-12-04,2023-11-05,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDF140
https://careerbuilder.vn/vi/tim-viec-lam/purchasing-executive-chinese-speaking.35BDF2E6.html,purchasing executive (chinese speaking),Yes4All Trading Services Company Limited,Hồ Chí Minh,2023-12-04,2023-11-05,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,1.0,4.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDF2E6
https://careerbuilder.vn/vi/tim-viec-lam/truong-nhom-kinh-doanh-logistics.35BDF36B.html,trưởng nhóm kinh doanh logistics,Công ty TNHH Dịch vụ và Thương Mại Tân Nam Chinh,Hồ Chí Minh,2023-12-04,2023-11-05,Nhân viên chính thức,15 Tr - 25 Tr VND,Trưởng nhóm / Giám sát,15.0,25.0,VND,5.0,10.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDF36B
https://careerbuilder.vn/vi/tim-viec-lam/sales-logistics.35BDF35C.html,sales logistics,Công ty TNHH Dịch vụ và Thương Mại Tân Nam Chinh,"Hồ Chí Minh, Đồng Nai",2023-12-04,2023-11-05,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,4.0,10.0,năm,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDF35C
https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-quoc-te-international-sales-executive.35BDF2A0.html,nhân viên kinh doanh quốc tế - international sales executive,CÔNG TY TNHH H.A.V.A.S,Đồng Nai,2023-12-04,2023-11-05,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,,năm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDF2A0
